image_path,instruction,action,label
data/raw/images/img_00765.jpg,pick up the red block,PICK,0
data/raw/images/img_00766.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00767.jpg,move the cube away,PUSH,2
data/raw/images/img_00768.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00769.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00770.jpg,pick up the red block,PICK,0
data/raw/images/img_00771.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00772.jpg,move the cube away,PUSH,2
data/raw/images/img_00773.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00774.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00775.jpg,pick up the red block,PICK,0
data/raw/images/img_00776.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00777.jpg,move the cube away,PUSH,2
data/raw/images/img_00778.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00779.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00780.jpg,pick up the red block,PICK,0
data/raw/images/img_00781.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00782.jpg,move the cube away,PUSH,2
data/raw/images/img_00783.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00784.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00785.jpg,pick up the red block,PICK,0
data/raw/images/img_00786.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00787.jpg,move the cube away,PUSH,2
data/raw/images/img_00788.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00789.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00790.jpg,pick up the red block,PICK,0
data/raw/images/img_00791.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00792.jpg,move the cube away,PUSH,2
data/raw/images/img_00793.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00794.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00795.jpg,pick up the red block,PICK,0
data/raw/images/img_00796.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00797.jpg,move the cube away,PUSH,2
data/raw/images/img_00798.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00799.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00800.jpg,pick up the red block,PICK,0
data/raw/images/img_00801.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00802.jpg,move the cube away,PUSH,2
data/raw/images/img_00803.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00804.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00805.jpg,pick up the red block,PICK,0
data/raw/images/img_00806.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00807.jpg,move the cube away,PUSH,2
data/raw/images/img_00808.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00809.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00810.jpg,pick up the red block,PICK,0
data/raw/images/img_00811.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00812.jpg,move the cube away,PUSH,2
data/raw/images/img_00813.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00814.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00815.jpg,pick up the red block,PICK,0
data/raw/images/img_00816.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00817.jpg,move the cube away,PUSH,2
data/raw/images/img_00818.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00819.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00820.jpg,pick up the red block,PICK,0
data/raw/images/img_00821.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00822.jpg,move the cube away,PUSH,2
data/raw/images/img_00823.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00824.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00825.jpg,pick up the red block,PICK,0
data/raw/images/img_00826.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00827.jpg,move the cube away,PUSH,2
data/raw/images/img_00828.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00829.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00830.jpg,pick up the red block,PICK,0
data/raw/images/img_00831.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00832.jpg,move the cube away,PUSH,2
data/raw/images/img_00833.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00834.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00835.jpg,pick up the red block,PICK,0
data/raw/images/img_00836.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00837.jpg,move the cube away,PUSH,2
data/raw/images/img_00838.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00839.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00840.jpg,pick up the red block,PICK,0
data/raw/images/img_00841.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00842.jpg,move the cube away,PUSH,2
data/raw/images/img_00843.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00844.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00845.jpg,pick up the red block,PICK,0
data/raw/images/img_00846.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00847.jpg,move the cube away,PUSH,2
data/raw/images/img_00848.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00849.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00850.jpg,pick up the red block,PICK,0
data/raw/images/img_00851.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00852.jpg,move the cube away,PUSH,2
data/raw/images/img_00853.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00854.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00855.jpg,pick up the red block,PICK,0
data/raw/images/img_00856.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00857.jpg,move the cube away,PUSH,2
data/raw/images/img_00858.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00859.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00860.jpg,pick up the red block,PICK,0
data/raw/images/img_00861.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00862.jpg,move the cube away,PUSH,2
data/raw/images/img_00863.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00864.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00865.jpg,pick up the red block,PICK,0
data/raw/images/img_00866.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00867.jpg,move the cube away,PUSH,2
data/raw/images/img_00868.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00869.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00870.jpg,pick up the red block,PICK,0
data/raw/images/img_00871.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00872.jpg,move the cube away,PUSH,2
data/raw/images/img_00873.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00874.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00875.jpg,pick up the red block,PICK,0
data/raw/images/img_00876.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00877.jpg,move the cube away,PUSH,2
data/raw/images/img_00878.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00879.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00880.jpg,pick up the red block,PICK,0
data/raw/images/img_00881.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00882.jpg,move the cube away,PUSH,2
data/raw/images/img_00883.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00884.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00885.jpg,pick up the red block,PICK,0
data/raw/images/img_00886.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00887.jpg,move the cube away,PUSH,2
data/raw/images/img_00888.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00889.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00890.jpg,pick up the red block,PICK,0
data/raw/images/img_00891.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00892.jpg,move the cube away,PUSH,2
data/raw/images/img_00893.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00894.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00895.jpg,pick up the red block,PICK,0
data/raw/images/img_00896.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00897.jpg,move the cube away,PUSH,2
data/raw/images/img_00898.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00899.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00900.jpg,pick up the red block,PICK,0
data/raw/images/img_00901.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00902.jpg,move the cube away,PUSH,2
data/raw/images/img_00903.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00904.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00905.jpg,pick up the red block,PICK,0
data/raw/images/img_00906.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00907.jpg,move the cube away,PUSH,2
data/raw/images/img_00908.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00909.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00910.jpg,pick up the red block,PICK,0
data/raw/images/img_00911.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00912.jpg,move the cube away,PUSH,2
data/raw/images/img_00913.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00914.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00915.jpg,pick up the red block,PICK,0
data/raw/images/img_00916.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00917.jpg,move the cube away,PUSH,2
data/raw/images/img_00918.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00919.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00920.jpg,pick up the red block,PICK,0
data/raw/images/img_00921.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00922.jpg,move the cube away,PUSH,2
data/raw/images/img_00923.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00924.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00925.jpg,pick up the red block,PICK,0
data/raw/images/img_00926.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00927.jpg,move the cube away,PUSH,2
data/raw/images/img_00928.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00929.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00930.jpg,pick up the red block,PICK,0
data/raw/images/img_00931.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00932.jpg,move the cube away,PUSH,2
data/raw/images/img_00933.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00934.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00935.jpg,pick up the red block,PICK,0
data/raw/images/img_00936.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00937.jpg,move the cube away,PUSH,2
data/raw/images/img_00938.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00939.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00940.jpg,pick up the red block,PICK,0
data/raw/images/img_00941.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00942.jpg,move the cube away,PUSH,2
data/raw/images/img_00943.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00944.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00945.jpg,pick up the red block,PICK,0
data/raw/images/img_00946.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00947.jpg,move the cube away,PUSH,2
data/raw/images/img_00948.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00949.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00950.jpg,pick up the red block,PICK,0
data/raw/images/img_00951.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00952.jpg,move the cube away,PUSH,2
data/raw/images/img_00953.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00954.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00955.jpg,pick up the red block,PICK,0
data/raw/images/img_00956.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00957.jpg,move the cube away,PUSH,2
data/raw/images/img_00958.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00959.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00960.jpg,pick up the red block,PICK,0
data/raw/images/img_00961.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00962.jpg,move the cube away,PUSH,2
data/raw/images/img_00963.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00964.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00965.jpg,pick up the red block,PICK,0
data/raw/images/img_00966.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00967.jpg,move the cube away,PUSH,2
data/raw/images/img_00968.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00969.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00970.jpg,pick up the red block,PICK,0
data/raw/images/img_00971.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00972.jpg,move the cube away,PUSH,2
data/raw/images/img_00973.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00974.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00975.jpg,pick up the red block,PICK,0
data/raw/images/img_00976.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00977.jpg,move the cube away,PUSH,2
data/raw/images/img_00978.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00979.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00980.jpg,pick up the red block,PICK,0
data/raw/images/img_00981.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00982.jpg,move the cube away,PUSH,2
data/raw/images/img_00983.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00984.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00985.jpg,pick up the red block,PICK,0
data/raw/images/img_00986.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00987.jpg,move the cube away,PUSH,2
data/raw/images/img_00988.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00989.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00990.jpg,pick up the red block,PICK,0
data/raw/images/img_00991.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00992.jpg,move the cube away,PUSH,2
data/raw/images/img_00993.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00994.jpg,close the cabinet,CLOSE,4
data/raw/images/img_00995.jpg,pick up the red block,PICK,0
data/raw/images/img_00996.jpg,put the object down carefully,PLACE,1
data/raw/images/img_00997.jpg,move the cube away,PUSH,2
data/raw/images/img_00998.jpg,unlock and open the box,OPEN,3
data/raw/images/img_00999.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01000.jpg,pick up the red block,PICK,0
data/raw/images/img_01001.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01002.jpg,move the cube away,PUSH,2
data/raw/images/img_01003.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01004.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01005.jpg,pick up the red block,PICK,0
data/raw/images/img_01006.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01007.jpg,move the cube away,PUSH,2
data/raw/images/img_01008.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01009.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01010.jpg,pick up the red block,PICK,0
data/raw/images/img_01011.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01012.jpg,move the cube away,PUSH,2
data/raw/images/img_01013.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01014.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01015.jpg,pick up the red block,PICK,0
data/raw/images/img_01016.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01017.jpg,move the cube away,PUSH,2
data/raw/images/img_01018.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01019.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01020.jpg,pick up the red block,PICK,0
data/raw/images/img_01021.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01022.jpg,move the cube away,PUSH,2
data/raw/images/img_01023.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01024.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01025.jpg,pick up the red block,PICK,0
data/raw/images/img_01026.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01027.jpg,move the cube away,PUSH,2
data/raw/images/img_01028.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01029.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01030.jpg,pick up the red block,PICK,0
data/raw/images/img_01031.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01032.jpg,move the cube away,PUSH,2
data/raw/images/img_01033.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01034.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01035.jpg,pick up the red block,PICK,0
data/raw/images/img_01036.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01037.jpg,move the cube away,PUSH,2
data/raw/images/img_01038.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01039.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01040.jpg,pick up the red block,PICK,0
data/raw/images/img_01041.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01042.jpg,move the cube away,PUSH,2
data/raw/images/img_01043.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01044.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01045.jpg,pick up the red block,PICK,0
data/raw/images/img_01046.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01047.jpg,move the cube away,PUSH,2
data/raw/images/img_01048.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01049.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01050.jpg,pick up the red block,PICK,0
data/raw/images/img_01051.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01052.jpg,move the cube away,PUSH,2
data/raw/images/img_01053.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01054.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01055.jpg,pick up the red block,PICK,0
data/raw/images/img_01056.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01057.jpg,move the cube away,PUSH,2
data/raw/images/img_01058.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01059.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01060.jpg,pick up the red block,PICK,0
data/raw/images/img_01061.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01062.jpg,move the cube away,PUSH,2
data/raw/images/img_01063.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01064.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01065.jpg,pick up the red block,PICK,0
data/raw/images/img_01066.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01067.jpg,move the cube away,PUSH,2
data/raw/images/img_01068.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01069.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01070.jpg,pick up the red block,PICK,0
data/raw/images/img_01071.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01072.jpg,move the cube away,PUSH,2
data/raw/images/img_01073.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01074.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01075.jpg,pick up the red block,PICK,0
data/raw/images/img_01076.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01077.jpg,move the cube away,PUSH,2
data/raw/images/img_01078.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01079.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01080.jpg,pick up the red block,PICK,0
data/raw/images/img_01081.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01082.jpg,move the cube away,PUSH,2
data/raw/images/img_01083.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01084.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01085.jpg,pick up the red block,PICK,0
data/raw/images/img_01086.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01087.jpg,move the cube away,PUSH,2
data/raw/images/img_01088.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01089.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01090.jpg,pick up the red block,PICK,0
data/raw/images/img_01091.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01092.jpg,move the cube away,PUSH,2
data/raw/images/img_01093.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01094.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01095.jpg,pick up the red block,PICK,0
data/raw/images/img_01096.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01097.jpg,move the cube away,PUSH,2
data/raw/images/img_01098.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01099.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01100.jpg,pick up the red block,PICK,0
data/raw/images/img_01101.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01102.jpg,move the cube away,PUSH,2
data/raw/images/img_01103.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01104.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01105.jpg,pick up the red block,PICK,0
data/raw/images/img_01106.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01107.jpg,move the cube away,PUSH,2
data/raw/images/img_01108.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01109.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01110.jpg,pick up the red block,PICK,0
data/raw/images/img_01111.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01112.jpg,move the cube away,PUSH,2
data/raw/images/img_01113.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01114.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01115.jpg,pick up the red block,PICK,0
data/raw/images/img_01116.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01117.jpg,move the cube away,PUSH,2
data/raw/images/img_01118.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01119.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01120.jpg,pick up the red block,PICK,0
data/raw/images/img_01121.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01122.jpg,move the cube away,PUSH,2
data/raw/images/img_01123.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01124.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01125.jpg,pick up the red block,PICK,0
data/raw/images/img_01126.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01127.jpg,move the cube away,PUSH,2
data/raw/images/img_01128.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01129.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01130.jpg,pick up the red block,PICK,0
data/raw/images/img_01131.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01132.jpg,move the cube away,PUSH,2
data/raw/images/img_01133.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01134.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01135.jpg,pick up the red block,PICK,0
data/raw/images/img_01136.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01137.jpg,move the cube away,PUSH,2
data/raw/images/img_01138.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01139.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01140.jpg,pick up the red block,PICK,0
data/raw/images/img_01141.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01142.jpg,move the cube away,PUSH,2
data/raw/images/img_01143.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01144.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01145.jpg,pick up the red block,PICK,0
data/raw/images/img_01146.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01147.jpg,move the cube away,PUSH,2
data/raw/images/img_01148.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01149.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01150.jpg,pick up the red block,PICK,0
data/raw/images/img_01151.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01152.jpg,move the cube away,PUSH,2
data/raw/images/img_01153.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01154.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01155.jpg,pick up the red block,PICK,0
data/raw/images/img_01156.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01157.jpg,move the cube away,PUSH,2
data/raw/images/img_01158.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01159.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01160.jpg,pick up the red block,PICK,0
data/raw/images/img_01161.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01162.jpg,move the cube away,PUSH,2
data/raw/images/img_01163.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01164.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01165.jpg,pick up the red block,PICK,0
data/raw/images/img_01166.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01167.jpg,move the cube away,PUSH,2
data/raw/images/img_01168.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01169.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01170.jpg,pick up the red block,PICK,0
data/raw/images/img_01171.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01172.jpg,move the cube away,PUSH,2
data/raw/images/img_01173.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01174.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01175.jpg,pick up the red block,PICK,0
data/raw/images/img_01176.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01177.jpg,move the cube away,PUSH,2
data/raw/images/img_01178.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01179.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01180.jpg,pick up the red block,PICK,0
data/raw/images/img_01181.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01182.jpg,move the cube away,PUSH,2
data/raw/images/img_01183.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01184.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01185.jpg,pick up the red block,PICK,0
data/raw/images/img_01186.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01187.jpg,move the cube away,PUSH,2
data/raw/images/img_01188.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01189.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01190.jpg,pick up the red block,PICK,0
data/raw/images/img_01191.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01192.jpg,move the cube away,PUSH,2
data/raw/images/img_01193.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01194.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01195.jpg,pick up the red block,PICK,0
data/raw/images/img_01196.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01197.jpg,move the cube away,PUSH,2
data/raw/images/img_01198.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01199.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01200.jpg,pick up the red block,PICK,0
data/raw/images/img_01201.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01202.jpg,move the cube away,PUSH,2
data/raw/images/img_01203.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01204.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01205.jpg,pick up the red block,PICK,0
data/raw/images/img_01206.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01207.jpg,move the cube away,PUSH,2
data/raw/images/img_01208.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01209.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01210.jpg,pick up the red block,PICK,0
data/raw/images/img_01211.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01212.jpg,move the cube away,PUSH,2
data/raw/images/img_01213.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01214.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01215.jpg,pick up the red block,PICK,0
data/raw/images/img_01216.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01217.jpg,move the cube away,PUSH,2
data/raw/images/img_01218.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01219.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01220.jpg,pick up the red block,PICK,0
data/raw/images/img_01221.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01222.jpg,move the cube away,PUSH,2
data/raw/images/img_01223.jpg,unlock and open the box,OPEN,3
data/raw/images/img_01224.jpg,close the cabinet,CLOSE,4
data/raw/images/img_01225.jpg,pick up the red block,PICK,0
data/raw/images/img_01226.jpg,put the object down carefully,PLACE,1
data/raw/images/img_01227.jpg,move the cube away,PUSH,2
